customerId,recommendedProducts
87,1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190|1|15|21|14|8|5|33|9|17|190
88,2|1|47|21|82|15|76|8|61|41|2|1|47|21|82|15|76|8|61|41
89,1|2|15|8|20|17|0|5|44|152|1|2|15|8|20|17|0|5|44|152|1|2|15|8|20|17|0|5|44|152|1|2|15|8|20|17|0|5|44|152|1|2|15|8|20|17|0|5|44|152|1|2|15|8|20|17|0|5|44|152|1|2|15|8|20|17|0|5|44|152
90,253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79|253|48|169|38|36|245|14|82|1|79
91,2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12|2|1|5|21|13|8|41|33|7|12
92,2|66|89|20|1|16|62|7|28|232|2|66|89|20|1|16|62|7|28|232|2|66|89|20|1|16|62|7|28|232
93,68|2|114|14|193|269|291|1|5|47
94,2|246|8|1|36|38|48|96|20|9|2|246|8|1|36|38|48|96|20|9|2|246|8|1|36|38|48|96|20|9|2|246|8|1|36|38|48|96|20|9|2|246|8|1|36|38|48|96|20|9
95,1|14|8|5|17|20|21|0|33|15|1|14|8|5|17|20|21|0|33|15|1|14|8|5|17|20|21|0|33|15|1|14|8|5|17|20|21|0|33|15|1|14|8|5|17|20|21|0|33|15|1|14|8|5|17|20|21|0|33|15
96,1|14|8|5|9|21|15|33|135|7|1|14|8|5|9|21|15|33|135|7|1|14|8|5|9|21|15|33|135|7|1|14|8|5|9|21|15|33|135|7|1|14|8|5|9|21|15|33|135|7
97,2|1|8|13|21|5|14|25|38|17|2|1|8|13|21|5|14|25|38|17|2|1|8|13|21|5|14|25|38|17|2|1|8|13|21|5|14|25|38|17|2|1|8|13|21|5|14|25|38|17|2|1|8|13|21|5|14|25|38|17|2|1|8|13|21|5|14|25|38|17|2|1|8|13|21|5|14|25|38|17
98,31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7|31|21|61|5|33|14|12|17|8|7
99,2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49|2|1|15|97|137|136|20|33|14|49
100,1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17|1|2|13|9|8|70|138|7|20|17
101,1|21|19|82|15|61|166|8|70|0|1|21|19|82|15|61|166|8|70|0|1|21|19|82|15|61|166|8|70|0|1|21|19|82|15|61|166|8|70|0|1|21|19|82|15|61|166|8|70|0|1|21|19|82|15|61|166|8|70|0|1|21|19|82|15|61|166|8|70|0
102,1|14|8|7|15|9|13|5|11|23|1|14|8|7|15|9|13|5|11|23|1|14|8|7|15|9|13|5|11|23|1|14|8|7|15|9|13|5|11|23|1|14|8|7|15|9|13|5|11|23|1|14|8|7|15|9|13|5|11|23|1|14|8|7|15|9|13|5|11|23
103,298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166|298|38|2|36|91|1|61|79|89|166
104,1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0|1|14|21|15|33|17|20|8|7|0
105,23|21|5|0|8|14|15|33|20|61|23|21|5|0|8|14|15|33|20|61|23|21|5|0|8|14|15|33|20|61|23|21|5|0|8|14|15|33|20|61|23|21|5|0|8|14|15|33|20|61|23|21|5|0|8|14|15|33|20|61|23|21|5|0|8|14|15|33|20|61|23|21|5|0|8|14|15|33|20|61
106,2|1|85|80|5|7|20|25|21|16|2|1|85|80|5|7|20|25|21|16|2|1|85|80|5|7|20|25|21|16|2|1|85|80|5|7|20|25|21|16|2|1|85|80|5|7|20|25|21|16
107,1|269|33|17|20|21|0|2|25|56|1|269|33|17|20|21|0|2|25|56
108,1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7|1|21|16|8|47|20|15|0|61|7
109,170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7|170|1|181|15|20|173|19|62|91|7
110,1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18|1|21|8|50|110|91|252|11|101|18
111,2|0|21|15|8|16|5|31|239|7|2|0|21|15|8|16|5|31|239|7|2|0|21|15|8|16|5|31|239|7
112,2|123|1|15|7|51|20|21|19|62|2|123|1|15|7|51|20|21|19|62|2|123|1|15|7|51|20|21|19|62|2|123|1|15|7|51|20|21|19|62|2|123|1|15|7|51|20|21|19|62|2|123|1|15|7|51|20|21|19|62|2|123|1|15|7|51|20|21|19|62|2|123|1|15|7|51|20|21|19|62
113,217|91|15|12|1|21|180|78|61|20
114,2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94|2|1|38|48|20|33|148|47|82|94
115,14|1|5|3|33|8|21|17|15|19
116,2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14|2|1|48|38|47|21|33|5|79|14
117,148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197|148|47|44|239|96|38|115|173|61|197
118,14|1|5|15|0|8|20|13|33|7|14|1|5|15|0|8|20|13|33|7|14|1|5|15|0|8|20|13|33|7|14|1|5|15|0|8|20|13|33|7|14|1|5|15|0|8|20|13|33|7
119,2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170|2|23|29|5|15|20|8|61|46|170
120,8|2|38|186|1|20|14|5|12|48|8|2|38|186|1|20|14|5|12|48|8|2|38|186|1|20|14|5|12|48|8|2|38|186|1|20|14|5|12|48|8|2|38|186|1|20|14|5|12|48|8|2|38|186|1|20|14|5|12|48|8|2|38|186|1|20|14|5|12|48|8|2|38|186|1|20|14|5|12|48
121,2|1|191|21|15|47|289|20|5|0|2|1|191|21|15|47|289|20|5|0|2|1|191|21|15|47|289|20|5|0|2|1|191|21|15|47|289|20|5|0|2|1|191|21|15|47|289|20|5|0|2|1|191|21|15|47|289|20|5|0|2|1|191|21|15|47|289|20|5|0|2|1|191|21|15|47|289|20|5|0
122,1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13|1|14|0|53|21|20|8|7|9|13
123,2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14|2|34|15|0|31|61|20|8|187|14
124,147|1|2|7|81|13|0|38|5|115|147|1|2|7|81|13|0|38|5|115|147|1|2|7|81|13|0|38|5|115|147|1|2|7|81|13|0|38|5|115
125,7|13|20|255|65|1|258|47|166|57
126,79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173|79|1|14|82|166|20|21|5|44|173
127,2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82|2|5|21|31|19|185|33|29|61|82
128,1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7|1|8|20|15|21|5|36|48|12|7
129,1|15|14|0|5|16|21|7|20|210|1|15|14|0|5|16|21|7|20|210|1|15|14|0|5|16|21|7|20|210
130,2|1|20|5|56|15|156|21|33|186|2|1|20|5|56|15|156|21|33|186|2|1|20|5|56|15|156|21|33|186
131,2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15|2|107|0|20|21|8|33|37|170|15
132,2|5|1|33|21|14|82|85|135|15|2|5|1|33|21|14|82|85|135|15|2|5|1|33|21|14|82|85|135|15
133,2|61|1|148|14|143|41|12|8|195|2|61|1|148|14|143|41|12|8|195|2|61|1|148|14|143|41|12|8|195
134,2|20|82|8|38|14|79|48|44|15|2|20|82|8|38|14|79|48|44|15|2|20|82|8|38|14|79|48|44|15
135,23|11|29|188|67|70|2|1|114|20|23|11|29|188|67|70|2|1|114|20|23|11|29|188|67|70|2|1|114|20
136,1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31|1|14|20|8|17|5|15|11|0|31
137,1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91|1|21|15|33|47|17|8|105|173|91
138,1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61|1|20|5|21|14|15|17|13|8|61
139,1|190|8|15|21|14|9|36|0|34|1|190|8|15|21|14|9|36|0|34|1|190|8|15|21|14|9|36|0|34|1|190|8|15|21|14|9|36|0|34
140,14|1|5|19|21|33|29|106|15|8|14|1|5|19|21|33|29|106|15|8|14|1|5|19|21|33|29|106|15|8|14|1|5|19|21|33|29|106|15|8
141,2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5|2|1|21|15|8|14|61|38|47|5
142,66|23|29|2|0|11|234|114|1|201
143,21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44|21|148|8|5|20|170|19|23|48|44
144,2|1|8|15|20|25|13|43|38|44|2|1|8|15|20|25|13|43|38|44|2|1|8|15|20|25|13|43|38|44|2|1|8|15|20|25|13|43|38|44|2|1|8|15|20|25|13|43|38|44|2|1|8|15|20|25|13|43|38|44|2|1|8|15|20|25|13|43|38|44
145,14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49|14|21|8|5|11|15|19|23|0|49
146,1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21|1|5|9|8|15|76|135|14|7|21
147,2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61|2|38|21|36|0|15|20|194|82|61
148,148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14|148|0|12|31|5|8|33|15|20|14
149,170|82|181|173|2|91|92|1|156|20|170|82|181|173|2|91|92|1|156|20
150,2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38|2|1|21|8|9|11|5|7|0|38
151,190|2|68|1|14|5|15|8|38|9|190|2|68|1|14|5|15|8|38|9|190|2|68|1|14|5|15|8|38|9|190|2|68|1|14|5|15|8|38|9|190|2|68|1|14|5|15|8|38|9
152,2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107|2|21|61|8|23|20|82|0|15|107
